id,name,unit_name,rarity,race,role,cost,hp,atk,defense,atk_speed,atk_range,max_level,skills,icon
502001,Assassin Cat,,B,-,-,0,1620,90,22,33,10,100,Shuriken; Pet Spirit Battle WillⅡ,icons/Icons/PetIcon/Icon_Pet_502001.png
502003,Mumu,,B,-,-,0,1620,90,22,33,10,100,Enhancement; Pet Spirit Battle WillⅡ,icons/Icons/PetIcon/Icon_Pet_502003.png
502002,Pudding,,B,-,-,0,1620,90,22,100,10,100,Summoning; Pet Spirit Battle WillⅡ,icons/Icons/PetIcon/Icon_Pet_502002.png
502004,,,B,-,-,0,1620,90,22,100,10,100,,icons/Icons/PetIcon/Icon_Pet_502004.png
502005,,,B,-,-,0,1620,90,22,100,10,100,,icons/Icons/PetIcon/Icon_Pet_502005.png
501003,Doudou,,C,-,-,0,1080,60,15,33,10,100,Minor Enhancement; Pet Spirit Battle WillⅠ,icons/Icons/PetIcon/Icon_Pet_501003.png
501002,Poppy,,C,-,-,0,1080,60,15,100,10,100,Minor Summoning; Pet Spirit Battle WillⅠ,icons/Icons/PetIcon/Icon_Pet_501002.png
501001,Xiaohei,,C,-,-,0,1080,60,15,33,10,100,Throw Fishbone; Pet Spirit Battle WillⅠ,icons/Icons/PetIcon/Icon_Pet_501001.png
501004,,,C,-,-,0,1080,60,15,100,10,100,,icons/Icons/PetIcon/Icon_Pet_501004.png
501005,,,C,-,-,0,1080,60,15,100,10,100,,icons/Icons/PetIcon/Icon_Pet_501005.png
