id,name,unit_name,playable,rarity,rarity_name,race,role,cost,hp,atk,defense,atk_speed,atk_range,move_speed,crit,crit_dmg,mp,mp_regen,max_level,skills,passives
120603,Kazres·Darkblade,Sword Demon,True,SS,Mythical,Demon Race,Mage,1,5400,360,180,100,1,10,0,15000,100,20,200,Blade Storm; Exclusive passive; Exclusive passive; Exclusive passive; Demonic Shadow Multiplier; Exclusive passive; Soul-Terrifying Demon Slash; Soul-Devouring Demon Slash; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
250101,Lei Yan,GreatSage,True,SS,Mythical,Krock,Control,1,990,66,33,100,1,5,0,15000,200,20,20,Golden Cudgel,
440201,Lia,Flower Spirit,True,SS,Mythical,Plant Race,Warrior,1,5400,360,180,100,4,10,0,15000,100,20,200,Floral Spirit Blessing; Exclusive passive; Exclusive Passive; Exclusive passive; Bountiful Healing Realm; Exclusive Passive; Endless Vitality; Attack-Defense Synergy; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
110604,Livia·Flameveil,Red Queen,True,SS,Mythical,Demon Race,Assistance,1,5400,360,180,100,8,10,0,15000,100,20,200,Flame Storm; Exclusive passive; Exclusive Passive; Exclusive passive; Infernal End; Exclusive Passive; Infernal Fury; Blazing Frenzy; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
440401,Mitia,Catwoman,True,SS,Mythical,Orc Race,Assassin,1,5400,360,180,100,1,10,0,15000,100,20,200,Hunt; Exclusive passive; Exclusive Passive; Exclusive passive; Killing Time; Exclusive Passive; Hunt Time; Rapid Pursuit Kill; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
450101,Rain Flame Soul,Dragon Warrior,True,SS,Mythical,Dragon Race,Mage,1,5400,360,180,100,1,10,0,15000,100,20,200,Dragon Soul Link; Exclusive passive; Exclusive passive; Exclusive passive; Dragon Breath Enhancement; Exclusive Passive; Dragon Might Intimidation; Dragon Breath Protection; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
130603,Selina·Frostcharm,Succubus,True,SS,Mythical,Demon Race,Assassin,1,5400,360,180,100,4,10,0,15000,100,20,200,Fatal Temptation; Exclusive passive; Exclusive Passive; Exclusive passive; Heart-Charming Bewitchment; Exclusive Passive; Mind-Charming Chaos; Overflowing Charm Breath; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
410502,Susano Kakaka,Susano Kakaka,False,SS,Mythical,-,Assassin,1,2700,180,90,100,1,10,0,15000,100,20,0,,
410504,Susano Kakaka Clone,Susano Kakaka Clone,False,SS,Mythical,-,Assassin,1,2700,180,90,100,1,0,0,15000,100,20,0,,
430301,Veliana Purple Flame,Light Archer,True,SS,Mythical,Elf Race,Archer,1,5400,360,180,100,5,10,0,15000,0,20,200,Demon-Banishing Holy Arrow; Exclusive passive; Exclusive Passive; Exclusive passive; Divine-Demonic Hunt; Exclusive Passive; Advanced Sharpshooting; Overclock Frenzy; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
420201,Bubba,Bubba,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
410301,Cain,Sword Knight,True,S,Legendary,-,Summon,1,2700,180,90,100,1,10,0,15000,100,20,20,Magic Sword Knight Rune,
140403,Eria·Ironwing,Bounty Hunter,True,S,Legendary,Human Race,Archer,1,3600,240,120,100,5,10,0,15000,0,20,200,Let the Bullets Fly; Exclusive passive; Exclusive Passive; Exclusive passive; Wild Hunt Armor Break; Exclusive Passive; Wild Hunt Execution; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
430401,Goober,Goober,False,S,Legendary,-,Control,1,1500,100,60,100,1,10,0,15000,100,20,20,,
110602,Karin,Pharaoh,True,S,Legendary,Human Race,Summon,1,3600,240,120,100,4,10,0,15000,100,20,200,Solar Flare; Exclusive passive; Exclusive Passive; Exclusive passive; Sun's Blessing; Exclusive Passive; Corona Echo; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
140402,Liana·Nightrose,Star Mage,True,S,Legendary,Demon Race,Warrior,1,3600,240,120,100,8,10,0,15000,100,20,200,Starfall; Starfall; Exclusive passive; Exclusive Passive; Exclusive passive; Apocalyptic Comet; Exclusive Passive; Starlight Dominion; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
130602,Lich,Lich,False,S,Legendary,-,-,1,1500,100,60,100,4,10,0,15000,100,20,20,,
240201,Lilith Croc,Nina,True,S,Legendary,Krock,Warrior,1,900,60,30,100,6,5,0,15000,200,20,20,Lollipop,
130601,Lilith·Charmflame,Dark Knight,True,S,Legendary,Demon Race,Summon,1,3600,240,120,100,1,10,0,15000,100,20,200,Apply Nightmare; Exclusive passive; Exclusive passive; Exclusive passive; Nightmare Corrosion; Exclusive passive; Nightmare Grief; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
130604,Little Strong,Little Strong,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
120604,Little Y,Little Y,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
110402,Mia Morning Dew,Fire Spirit Master,True,S,Legendary,Human Race,Archer,1,2700,180,90,100,4,10,0,15000,100,20,200,Summon Fire Elemental; Exclusive passive; Exclusive passive; Exclusive passive; Igniting Flame Core; Exclusive passive; Flowing Fire Barrage; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
130301,Necromancer,Necromancer,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
210301,Nina,Nina,False,S,Legendary,Krock,Warrior,1,900,60,30,100,6,5,0,15000,200,20,20,Lollipop,
120601,Prophet,Prophet,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
30021,Resentment Polymer,Resentment Polymer,False,S,Legendary,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,Grudge Polymer,
420101,Sakura,Onmyoji,True,S,Legendary,Human Race,Control,1,3600,240,120,50,4,10,0,15000,100,40,200,Yin-Yang Magic Array; Exclusive Passive; Exclusive Passive; Exclusive Passive; World-Purifying Ward; Exclusive Passive; Swift Shadow Scorch; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
140404,Selina Shadowblade,Phantom,True,S,Legendary,Human Race,Assassin,1,3600,240,120,100,1,10,0,15000,100,20,200,Prismatic Slash; Exclusive passive; Exclusive Passive; Exclusive passive; Finisher·Pursuit Hunt; Exclusive Passive; Phantom Dance·Haste; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
110603,Serena·Dawn,Holy Knight,True,S,Legendary,Human Race,Mage,1,3600,240,120,100,1,10,0,15000,100,20,200,Sacred Wing Shelter; Exclusive passive; Exclusive Passive; Exclusive passive; Avatar of Light; Exclusive Passive; Perfect Form; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
30006,Skeleton King,Skeleton King,False,S,Legendary,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,Skeleton King,
30026,Tidal Element,Tidal Element,False,S,Legendary,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,Tidal Elemental,
110601,Water Mage,Water Mage,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
140302,Wind Spirit,Wind Spirit,False,S,Legendary,-,Archer,1,675,24,31,100,1,5,0,15000,100,20,20,Demon-Banishing Holy Arrow,
840117,Abyssal Shadow,Abyssal Shadow,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Shadow Water Bolt; Shadow Twin; Abyssal Toxic Mist,
140304,Aivel,Snow Witch,True,A,Epic,Human Race,Assistance,1,1800,120,60,100,8,10,0,15000,100,20,200,Snowball; Exclusive passive; Exclusive passive; Exclusive passive; Wind and Snow; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
14030110,Bear,Bear,False,A,Epic,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
14030111,Bear,Bear,False,A,Epic,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
120501,Brook Iron Fist,Big Bear,True,A,Epic,-,Control,1,1800,120,60,100,1,10,0,15000,100,20,20,Bear Da Rune,
840123,Corrosive Empress,Corrosive Empress,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Devour; Split; Regeneration; Regeneration,
840126,Corrupted Fungal Lord,Corrupted Fungal Lord,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Spore Burst; Frenzied Regeneration; Spore Proliferation,
840101,Crab Emperor,Crab Emperor,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Shell Up; Defense Up; Crab Legion,
831201,Crab King,Crab King,False,A,Epic,-,-,1,144000,2900,300,100,1,5,0,15000,0,20,50,Shell Up,Anti-injury force field
190301,Darkflame Dragonlord·Serregos,Darkflame Dragonlord·Serregos,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,100,20,50,Weakness Curse; Eternal Nightmare; Death Curse,
840105,Deep Sea Fiend-Arm,Deep Sea Fiend-Arm,False,A,Epic,-,-,1,60000,4780,1000,100,10,0,0,15000,0,20,50,Tentacle Smash; Vengeance; Hardened Hide,
840115,Deep Sea Touch,Deep Sea Touch,False,A,Epic,-,-,1,60000,4780,1000,100,10,0,0,15000,0,20,50,Attacked by the tide; tidal erosion; Tentacles breed,
840107,Deepsea Shadow,Deepsea Shadow,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Shadow Water Bolt; Shadow Twin; Abyssal Toxic Mist,
190101,Demonic Ancient Tree Urosax,Demonic Ancient Tree Urosax,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,100,20,50,Summon Treant; Earth Nourishment; Return to Spring Soil,
840128,Demonic Eye of the End,Demonic Eye of the End,False,A,Epic,-,-,1,60000,4780,1000,100,8,0,0,15000,0,20,50,Ion Ray; Disintegration Ray; Soul Siphon,
210401,Dodo​,Dodo​,False,A,Epic,Krock,Archer,1,750,50,25,100,6,5,0,15000,200,20,20,Slingshot Shot,
840127,Dread of the Dark Sea,Dread of the Dark Sea,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Shadow Water Bolt; Shadow Twin; Abyssal Toxic Mist,
120401,Edrick Holy Blade,Templar Knight,True,A,Epic,-,Summon,1,1800,120,60,100,1,10,0,15000,100,20,20,Templar Rune,
110202,Elena Glorious,Radiant Warrior,True,A,Epic,Human Race,Summon,1,1800,120,60,100,1,10,0,15000,100,20,200,Defense; Exclusive Passive; Exclusive passive; Exclusive Passive; Radiant Deterrence; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
140202,Ella・Yaowan,Little Healer,True,A,Epic,Plant Race,Warrior,1,1800,120,60,50,4,10,0,15000,100,40,200,Healing Prayer; Exclusive passive; Exclusive Passive; Exclusive passive; Pure Heart; Pure Heart; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
840108,Eye of the Rift,Eye of the Rift,False,A,Epic,-,-,1,60000,4780,1000,100,8,0,0,15000,0,20,50,Ion Ray; Disintegration Ray; Soul Siphon,
840118,Eye of the Void,Eye of the Void,False,A,Epic,-,-,1,60000,4780,1000,100,4,0,0,15000,0,20,50,Ion Ray; Disintegration Ray; Soul Siphon,
810204,Giant Spider,Giant Spider,False,A,Epic,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Parasite Spider,Spider Explosive Egg; Mind of the Swarm
840125,Giant-Armed Fiend,Giant-Armed Fiend,False,A,Epic,-,-,1,60000,4780,1000,100,10,0,0,15000,0,20,50,Tentacle Smash; Vengeance; Hardened Hide,
840111,Hard-Shell Crab Emperor,Hard-Shell Crab Emperor,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Shock iron shell; Barbed Shell Armor; Fury in the Shell,
840124,Hive Tyrant,Hive Tyrant,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,1000,0,50,Triple Strike; Killing Intent; Shadow Bee Slayer,
191101,Igris,Igris,False,A,Epic,-,-,1,30000,4780,1000,100,4,0,0,15000,100,20,50,Detonate Ember; Dragonflame Impact; Dragonflame Domain,
110501,Karan Shadow Axe,Flying Axe Demon,True,A,Epic,-,Archer,1,1800,120,60,100,4,10,0,15000,0,20,20,Flying Axe Demon Rune,
140201,Karen・Xuanren,Turtle Shooter,True,A,Epic,Human Race,Archer,1,1800,120,60,100,5,10,0,15000,0,20,200,Spinning Turtle Strike; Exclusive passive; Exclusive Passive; Exclusive passive; Full Firepower; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
120301,Karl,Shadow Wolf,True,A,Epic,Orc Race,Assassin,1,1800,120,60,100,1,10,0,15000,100,20,200,Wild Bite; Exclusive Passive; Exclusive Passive; Exclusive Passive; Alpha Physique; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
130401,Karn Pumpkin,Pumpkin,True,A,Epic,Plant Race,Control,1,1800,120,60,100,1,10,0,15000,100,20,200,Pumpkin Smash; Exclusive passive; Exclusive Passive; Exclusive passive; Pumpkin Assault Boost; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
8102041,Little Spider,Little Spider,False,A,Epic,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,,
120302,Maya Spirit Vine,Necromancer Apprentice,True,A,Epic,Human Race,Summon,1,1500,100,50,100,4,10,0,15000,100,20,200,Summon Skeleton; Exclusive passive; Exclusive passive; Exclusive passive; Ultimate Enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
8401031,Mini-slime,Mini-slime,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Slime Shock; Slime Explosion,
820222,Mountain Titan,Mountain Titan,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Seismic Wave; Petrified Skin; Fortified Defense,
831204,Octopus King,Octopus King,False,A,Epic,-,-,1,144000,2900,300,100,4,5,0,15000,0,20,50,Ink Blast,Vengeance
811202,Pig Overlord,Pig Overlord,False,A,Epic,-,-,1,144000,2900,300,100,1,5,0,15000,0,20,50,Bloodthirsty Charge,Rising Valor
821204,Poison Bug King,Poison Bug King,False,A,Epic,-,-,1,144000,2900,300,100,4,5,0,15000,0,20,50,Poison Mist,The plague comes back
190201,Rift King·Magthosen,Rift King·Magthosen,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,100,20,50,Bloodthirsty Leap Slash; Counter Storm; Life Drain,
820212,Rocksolid Giant,Rocksolid Giant,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Seismic Wave; concussive shock; Rock Shield Guardian,
240101,Schalk Croc,Dodo​,True,A,Epic,Krock,Archer,1,750,50,25,100,6,5,0,15000,200,20,20,Slingshot Shot,
840121,Sea-Splitting Crab Emperor,Sea-Splitting Crab Emperor,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Shell Up; Defense Up; Crab Legion,
840113,Shapeshifting Queen,Shapeshifting Queen,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Slime Ball Summon; Slime Split; Slime Explosion,
8202021,Shield-Breaking Stone Giant,Shield-Breaking Stone Giant,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Seismic Wave; Petrified Skin; Fortified Defense,
8202121,Shield-Breaking Stone Giant,Shield-Breaking Stone Giant,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Seismic Wave; concussive shock; Rock Shield Guardian,
840103,Slime Queen,Slime Queen,False,A,Epic,-,-,1,30000,4780,1000,100,4,5,0,15000,0,20,50,Devour; Split; Regeneration; Regeneration,
140303,Sol·Woodspirit,Tiny,True,A,Epic,-,Control,1,1800,120,60,100,1,10,0,15000,100,20,20,Little Rune,
820202,Stone Giant,Stone Giant,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Seismic Wave; Petrified Skin; Fortified Defense,
840116,Toxic Spore Mushroom King,Toxic Spore Mushroom King,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Spore Burst; Frenzied Regeneration; Spore Proliferation,
821201,Two-headed Dog,Two-headed Dog,False,A,Epic,-,-,1,144000,2900,300,100,1,5,0,15000,0,20,50,Hellfire,Frenzied Regeneration
840104,Venom Bee Queen,Venom Bee Queen,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,1000,0,50,Triple Strike; Killing Intent; Shadow Bee Slayer,
840106,Venom Mushroom King,Venom Mushroom King,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Spore Burst; Frenzied Regeneration; Spore Proliferation,
840114,Venom-Stinger Bee Queen,Venom-Stinger Bee Queen,False,A,Epic,-,-,1,30000,4780,1000,100,1,5,0,15000,0,20,50,Fatal Poison Mist; Toxic Shell; Toxic Resonance,
120602,Willow・Bloodrose,Pain Sorceress,True,A,Epic,Orc Race,Control,1,1800,120,60,100,4,10,0,15000,100,20,200,Pain Purgatory; Exclusive passive; Exclusive passive; Exclusive passive; Pain Amplification; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,
920307,Ammonite Beast,Ammonite Beast,False,B,Rare,-,-,1,7200,2770,800,30,4,5,0,15000,0,20,50,Charged Blast,
130007,Axe Skeleton,Axe Skeleton,False,B,Rare,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
130002,Beetle,Beetle,False,B,Rare,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
810201,Bomb King,Bomb King,False,B,Rare,-,-,1,15500,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,Prototype Bomb; Slime Will
920201,Cactus,Cactus,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Rebound,
830212,Catfish King,Catfish King,False,B,Rare,-,-,1,21000,3800,1000,100,4,5,0,15000,0,20,50,Leap; Take advantage of the situation to unload the force,
920302,Catfish Monster,Catfish Monster,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Mud Armor,
110301,Celia,Elf Priest,True,B,Rare,-,Warrior,1,1500,100,50,100,4,10,0,15000,100,20,20,Elf Priest Rune,
920301,Crab Monster,Crab Monster,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Counterstrike,
920206,Desert Flower,Desert Flower,False,B,Rare,-,-,1,7200,2770,800,28,4,5,0,15000,0,20,50,Nectar Inspiration,
920205,Desert Worm,Desert Worm,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Underground Strike,
920107,Double-headed Flower,Double-headed Flower,False,B,Rare,-,-,1,7200,2770,800,37,4,5,0,15000,0,20,50,Twin Core Barrage,
130501,Elden·Frost,Ice Mage,True,B,Rare,Human Race,Assistance,1,1500,100,50,100,8,10,0,15000,100,20,200,Ice Arrow; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
820213,Eye Monster,Eye Monster,False,B,Rare,-,-,1,15000,3250,1000,100,4,5,0,15000,0,20,50,Meteor,Backlash Pulse
120001,Fire Element,Fire Element,False,B,Rare,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
130005,Flame Skeleton,Flame Skeleton,False,B,Rare,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,,
130004,Frozen Skeleton,Frozen Skeleton,False,B,Rare,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,,
920102,Goblin Archer,Goblin Archer,False,B,Rare,-,-,1,7200,2770,800,40,4,5,0,15000,0,20,50,Rapid-fire Bow,
920202,Goblin Warrior,Goblin Warrior,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Stun ATK,
140301,Groda Senxiong,Bear Caller,True,B,Rare,Orc Race,Mage,1,1800,120,60,100,1,10,0,15000,100,20,200,Summon Bear Spirit; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
230101,Groot Croc,Rumble,True,B,Rare,Krock,Mage,1,638,43,21,100,1,5,0,15000,200,20,20,Throw,
120002,Healing Totem,Healing Totem,False,B,Rare,-,-,1,0,0,0,100,6,0,0,15000,0,20,0,,
820201,Hellhound,Hellhound,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Hellfire,Frenzied Regeneration
920305,Hermit Crab,Hermit Crab,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Shell Rebirth,
830211,Hermit Crab,Hermit Crab,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Crab Leg ATK,unbreakable tide
830201,Ironclad Crab King,Ironclad Crab King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Shell Up,Shield Boost
110201,Karl Redhook,Gunslinger,True,B,Rare,Human Race,Archer,1,1500,100,50,100,5,10,0,15000,0,20,200,Heavy Shell; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
830203,Land Shark King,Land Shark King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Charge,Hardened Hide
920105,Lantern Tree,Lantern Tree,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Thick Bark,
920108,Leaf Fox,Leaf Fox,False,B,Rare,-,-,1,7200,2770,800,36,4,5,0,15000,0,20,50,Emerald Leaf Offering,
110302,Lia Silvermoon,Little Magic Fairy,True,B,Rare,Human Race,Assistance,1,1500,100,50,100,4,10,0,15000,100,20,200,Polymorph; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
140401,Lias·Shadowblade,Silver Moon Assassin,True,B,Rare,Elf Race,Assassin,1,1500,100,50,100,1,10,0,15000,100,20,200,Half-Moon Slash; Exclusive Passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
130006,Lightning Skeleton,Lightning Skeleton,False,B,Rare,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,,
920106,Man-eating Flower,Man-eating Flower,False,B,Rare,-,-,1,7200,2770,800,38,4,5,0,15000,0,20,50,Silent Kiss,
810203,Mushroom King,Mushroom King,False,B,Rare,-,-,1,15000,3250,1000,100,4,5,0,15000,0,20,50,Spore ATK,Wild growth; blood-sucking spores
830204,Octopus King,Octopus King,False,B,Rare,-,-,1,15000,3250,1000,100,4,5,0,15000,0,20,50,Ink Blast,Vengeance
920303,Octopus Monster,Octopus Monster,False,B,Rare,-,-,1,7200,2770,800,33,4,5,0,15000,0,20,50,Blind,
120202,Peggy,Piggy Vanguard,True,B,Rare,Dwarf Race,Mage,1,1500,100,50,100,1,10,0,15000,100,20,200,Ancestral Protection; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
820203,Phantom Eye Monster,Phantom Eye Monster,False,B,Rare,-,-,1,15000,3250,1000,100,4,5,0,15000,0,20,50,Meteor,Frenzied Assault
810202,Pig Overlord,Pig Overlord,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Bloodthirsty Charge,Rising Valor
920204,Poison Bug,Poison Bug,False,B,Rare,-,-,1,7200,2770,800,34,4,5,0,15000,0,20,50,Poison Bullet,
820204,Poison Bug King,Poison Bug King,False,B,Rare,-,-,1,15000,3250,1000,100,4,5,0,15000,0,20,50,Poison Mist,The plague comes back; Poison vein blast
120201,Rain Steelfin,Shark Hunter,True,B,Rare,-,Mage,1,1500,100,50,100,4,10,0,15000,100,20,20,Shark Hunter Rune,
920208,Rhinoceros Beetle,Rhinoceros Beetle,False,B,Rare,-,-,1,7200,2770,800,26,4,5,0,15000,0,20,50,Iron Steel Shell,
210101,Rumble,Rumble,False,B,Rare,Krock,Mage,1,638,43,21,100,1,5,0,15000,200,20,20,Throw,
920103,Running Pig,Running Pig,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Charge,
130201,Ryan,Magician,True,B,Rare,-,Assistance,1,1500,100,50,100,4,10,0,15000,100,20,20,Magician Rune,
920207,Scorpion Monster,Scorpion Monster,False,B,Rare,-,-,1,7200,2770,800,27,4,5,0,15000,0,20,50,Weakening Sting,
920306,Sea Anemone Monster,Sea Anemone Monster,False,B,Rare,-,-,1,7200,2770,800,31,4,5,0,15000,0,20,50,Bloodsucking Tentacle,
920304,Seahorse,Seahorse,False,B,Rare,-,-,1,7200,2770,800,32,4,5,0,15000,0,20,50,Water Gun Blast,
920308,Seaweed Monster,Seaweed Monster,False,B,Rare,-,-,1,7200,2770,800,29,4,5,0,15000,0,20,50,Seaweed Tangle,
920104,Seed Flower,Seed Flower,False,B,Rare,-,-,1,7200,2770,800,39,4,5,0,15000,0,20,50,Parasite Bullet,
130202,Sern Darkwing,Night Demon,True,B,Rare,Demon Race,Control,1,1500,100,50,100,1,10,0,15000,100,20,200,Night Bat Swarm; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
130003,Skeleton Archer,Skeleton Archer,False,B,Rare,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,,
