id,name,unit_name,rarity,race,role,cost,hp,atk,defense,atk_speed,atk_range,max_level,skills,icon
140403,Eria·Ironwing,Bounty Hunter,S,Human Race,Archer,1,3600,240,120,100,5,200,Let the Bullets Fly; Exclusive passive; Exclusive Passive; Exclusive passive; Wild Hunt Armor Break; Exclusive Passive; Wild Hunt Execution; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4011.png
110602,Karin,Pharaoh,S,Human Race,Summon,1,3600,240,120,100,4,200,Solar Flare; Exclusive passive; Exclusive Passive; Exclusive passive; Sun's Blessing; Exclusive Passive; Corona Echo; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_1011.png
140402,Liana·Nightrose,Star Mage,S,Demon Race,Warrior,1,3600,240,120,100,8,200,Starfall; Starfall; Exclusive passive; Exclusive Passive; Exclusive passive; Apocalyptic Comet; Exclusive Passive; Starlight Dominion; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4010.png
240201,Lilith Croc,Nina,S,Krock,Warrior,1,900,60,30,100,6,20,Lollipop,icons/Icons/HeadIcon/Icon_Head_210301.png
130601,Lilith·Charmflame,Dark Knight,S,Demon Race,Summon,1,3600,240,120,100,1,200,Apply Nightmare; Exclusive passive; Exclusive passive; Exclusive passive; Nightmare Corrosion; Exclusive passive; Nightmare Grief; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_3009.png
110402,Mia Morning Dew,Fire Spirit Master,S,Human Race,Archer,1,2700,180,90,100,4,200,Summon Fire Elemental; Exclusive passive; Exclusive passive; Exclusive passive; Igniting Flame Core; Exclusive passive; Flowing Fire Barrage; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_1006.png
420101,Sakura,Onmyoji,S,Human Race,Control,1,3600,240,120,50,4,200,Yin-Yang Magic Array; Exclusive Passive; Exclusive Passive; Exclusive Passive; World-Purifying Ward; Exclusive Passive; Swift Shadow Scorch; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/heroIcon_007.png
140404,Selina Shadowblade,Phantom,S,Human Race,Assassin,1,3600,240,120,100,1,200,Prismatic Slash; Exclusive passive; Exclusive Passive; Exclusive passive; Finisher·Pursuit Hunt; Exclusive Passive; Phantom Dance·Haste; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4012.png
110603,Serena·Dawn,Holy Knight,S,Human Race,Mage,1,3600,240,120,100,1,200,Sacred Wing Shelter; Exclusive passive; Exclusive Passive; Exclusive passive; Avatar of Light; Exclusive Passive; Perfect Form; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_1010.png
140304,Aivel,Snow Witch,A,Human Race,Assistance,1,1800,120,60,100,8,200,Snowball; Exclusive passive; Exclusive passive; Exclusive passive; Wind and Snow; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4008.png
120501,Brook Iron Fist,Big Bear,A,-,Control,1,1800,120,60,100,1,20,Bear Da Rune,
120401,Edrick Holy Blade,Templar Knight,A,-,Summon,1,1800,120,60,100,1,20,Templar Rune,
110202,Elena Glorious,Radiant Warrior,A,Human Race,Summon,1,1800,120,60,100,1,200,Defense; Exclusive Passive; Exclusive passive; Exclusive Passive; Radiant Deterrence; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_1004.png
140202,Ella・Yaowan,Little Healer,A,Plant Race,Warrior,1,1800,120,60,50,4,200,Healing Prayer; Exclusive passive; Exclusive Passive; Exclusive passive; Pure Heart; Pure Heart; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4003.png
110501,Karan Shadow Axe,Flying Axe Demon,A,-,Archer,1,1800,120,60,100,4,20,Flying Axe Demon Rune,
140201,Karen・Xuanren,Turtle Shooter,A,Human Race,Archer,1,1800,120,60,100,5,200,Spinning Turtle Strike; Exclusive passive; Exclusive Passive; Exclusive passive; Full Firepower; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_4002.png
120301,Karl,Shadow Wolf,A,Orc Race,Assassin,1,1800,120,60,100,1,200,Wild Bite; Exclusive Passive; Exclusive Passive; Exclusive Passive; Alpha Physique; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_2004.png
130401,Karn Pumpkin,Pumpkin,A,Plant Race,Control,1,1800,120,60,100,1,200,Pumpkin Smash; Exclusive passive; Exclusive Passive; Exclusive passive; Pumpkin Assault Boost; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_3008.png
120302,Maya Spirit Vine,Necromancer Apprentice,A,Human Race,Summon,1,1500,100,50,100,4,200,Summon Skeleton; Exclusive passive; Exclusive passive; Exclusive passive; Ultimate Enhancement; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_2005.png
240101,Schalk Croc,Dodo​,A,Krock,Archer,1,750,50,25,100,6,20,Slingshot Shot,icons/Icons/HeadIcon/Icon_Head_210401.png
140303,Sol·Woodspirit,Tiny,A,-,Control,1,1800,120,60,100,1,20,Little Rune,
120602,Willow・Bloodrose,Pain Sorceress,A,Orc Race,Control,1,1800,120,60,100,4,200,Pain Purgatory; Exclusive passive; Exclusive passive; Exclusive passive; Pain Amplification; career enhancement; career enhancement; career enhancement; career enhancement; Additional Blessing,icons/Icons/HeadIcon/Icon_Head_2010.png
110301,Celia,Elf Priest,B,-,Warrior,1,1500,100,50,100,4,20,Elf Priest Rune,icons/Icons/HeadIcon/Icon_Head_100301.png
130501,Elden·Frost,Ice Mage,B,Human Race,Assistance,1,1500,100,50,100,8,200,Ice Arrow; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_3007.png
140301,Groda Senxiong,Bear Caller,B,Orc Race,Mage,1,1800,120,60,100,1,200,Summon Bear Spirit; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_4004.png
230101,Groot Croc,Rumble,B,Krock,Mage,1,638,43,21,100,1,20,Throw,icons/Icons/HeadIcon/Icon_Head_210101.png
110201,Karl Redhook,Gunslinger,B,Human Race,Archer,1,1500,100,50,100,5,200,Heavy Shell; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_1002.png
110302,Lia Silvermoon,Little Magic Fairy,B,Human Race,Assistance,1,1500,100,50,100,4,200,Polymorph; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_1005.png
140401,Lias·Shadowblade,Silver Moon Assassin,B,Elf Race,Assassin,1,1500,100,50,100,1,200,Half-Moon Slash; Exclusive Passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_4009.png
120202,Peggy,Piggy Vanguard,B,Dwarf Race,Mage,1,1500,100,50,100,1,200,Ancestral Protection; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_2003.png
120201,Rain Steelfin,Shark Hunter,B,-,Mage,1,1500,100,50,100,4,20,Shark Hunter Rune,
130201,Ryan,Magician,B,-,Assistance,1,1500,100,50,100,4,20,Magician Rune,
130202,Sern Darkwing,Night Demon,B,Demon Race,Control,1,1500,100,50,100,1,200,Night Bat Swarm; Exclusive passive; Exclusive passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_3003.png
130402,Starstreak,Priest Apprentice,B,Human Race,Warrior,1,1500,100,50,50,4,200,Heal; Exclusive passive; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,icons/Icons/HeadIcon/Icon_Head_3006.png
110101,Aeron,Apprentice Knight,C,-,Summon,1,675,24,31,100,1,20,Apprentice Knight Rune,
120101,Borg the Split Axe,Apprentice Warrior,C,-,Mage,1,563,38,19,100,1,20,Apprentice Warrior Rune,
140101,Lina Wind Shadow,Archer,C,-,Archer,1,506,41,17,110,4,20,Archer Rune,
130101,Zark Shadow Wing,Apprentice Assassin,C,-,Assassin,1,450,45,15,90,1,20,Apprentice Assassin Rune,
